MJD	m	dm	uJy	duJy	F	err	chi/N	RA	Dec	x	y	maj	min	phi	apfit	mag5sig	Sky	Obs
59267.44079575	>20.08	0.0	-6.888646034715984	16.762372017808897	o	>20.08	1.23	170.420820357143	20.1747992857143	10229.4	650.09	2.3	2.03	>20.08	-0.4307	19.36	180.0	02a59267o0468o
59267.47624945	>19.678815576541997	0.0	46.074813181333546	16.24860561467318	o	>19.678815576541997	0.84	170.420820357143	20.1747992857143	389.26	9793.66	2.26	2.01	>19.678815576541997	-0.4307	19.39	179.6	02a59267o0537o
59267.49610775	>20.35	0.0	10.57558160062896	13.063953741953423	o	>20.35	1.08	170.420820357143	20.1747992857143	10328.7	9897.73	2.19	1.92	>20.35	-0.4347	19.48	178.2	02a59267o0576o
59267.50431945	>19.88463837124098	0.0	21.095123513325227	13.464972455313974	o	>19.88463837124098	1.08	170.420820357143	20.1747992857143	10307.5	9857.51	2.29	2.0	>19.88463837124098	-0.4287	19.43	181.2	02a59267o0592o
59267.50899415	>19.85626040292556	0.0	26.140125906325327	13.85741614311222	o	>19.85626040292556	0.91	170.420820357143	20.1747992857143	10367.1	9939.52	2.21	1.93	>19.85626040292556	-0.4337	19.47	179.2	02a59267o0602o
59267.51964765	>20.26	0.0	-17.03217233929982	14.048434119276498	o	>20.26	1.46	170.420820357143	20.1747992857143	10385.6	9823.53	2.38	2.14	>20.26	-0.4247	19.41	178.9	02a59267o0624o
59269.35942275	>19.8	0.0	-11.057261692570032	21.211889777583327	o	>19.8	1.09	170.420820357143	20.1747992857143	289.21	7910.76	2.43	2.18	>19.8	-0.4097	18.97	174.1	01a59269o0319o
59269.36126955	>19.75	0.0	-9.616023228387636	22.437387532904484	o	>19.75	0.96	170.420820357143	20.1747992857143	271.36	7876.3	2.54	2.26	>19.75	-0.4177	18.92	173.5	01a59269o0323o
59269.36942425	19.41	0.31	62.67616650497491	20.486384521043586	o	19.41	1.17	170.420820357143	20.1747992857143	329.48	7954.92	2.32	2.06	19.41	-0.4097	19.01	171.0	01a59269o0340o
59269.37404405	>19.89	0.0	7.067447858692072	19.48596338182243	o	>19.89	1.42	170.420820357143	20.1747992857143	10248.6	7920.34	2.29	2.07	>19.89	-0.4107	19.05	166.2	01a59269o0350o
59269.37635275	>19.88	0.0	4.782025608337557	19.771836649857207	o	>19.88	1.03	170.420820357143	20.1747992857143	352.04	7838.46	2.16	2.01	>19.88	-0.4107	19.08	177.3	01a59269o0355o
59269.38025775	>19.83	0.0	6.213310441369697	20.79069263073706	o	>19.83	1.05	170.420820357143	20.1747992857143	10233.9	7885.14	2.46	2.27	>19.83	-0.4137	18.97	161.6	01a59269o0362o
59269.38395875	>19.496270287047572	0.0	33.31057643286574	19.1846013266648	o	>19.496270287047572	1.15	170.420820357143	20.1747992857143	10292.2	7958.93	2.19	2.05	>19.496270287047572	-0.4107	19.08	170.0	01a59269o0370o
59269.39186025	>19.96	0.0	1.3203661843464969	18.485126580850956	o	>19.96	0.86	170.420820357143	20.1747992857143	10312.9	7845.63	2.05	1.89	>19.96	-0.4167	19.18	177.7	01a59269o0387o
59277.48709115	>20.49	0.0	-27.15486706324104	11.395345999752935	o	>20.49	0.97	170.420820357143	20.1747992857143	5321.05	9005.3	2.01	1.9	>20.49	-0.4267	19.61	181.7	01a59277o0545o
59277.48995925	>20.016997630324052	0.0	21.1022803321844	11.923646203957851	o	>20.016997630324052	1.5	170.420820357143	20.1747992857143	5340.47	9043.49	2.07	1.98	>20.016997630324052	-0.4157	19.58	179.9	01a59277o0551o
59277.49648175	>19.95895186510007	0.0	28.93174403303703	12.608766825208708	o	>19.95895186510007	1.13	170.420820357143	20.1747992857143	5281.83	8964.21	2.23	2.1	>19.95895186510007	-0.4117	19.48	179.3	01a59277o0564o
59277.53950025	>19.897191885636516	0.0	20.297015760711922	13.287221657785636	o	>19.897191885636516	1.29	170.420820357143	20.1747992857143	5274.93	9074.64	2.31	2.17	>19.897191885636516	-0.4037	19.43	180.4	01a59277o0594o
59293.44725905	>20.74	0.0	-0.1474130799418359	9.065904416422907	o	>20.74	1.49	170.420820357143	20.1747992857143	1026.45	6776.21	1.95	1.76	>20.74	-0.4307	19.94	182.2	01a59293o0369o
59293.45147625	>20.66	0.0	2.2610423505501243	9.797850185717204	o	>20.66	1.45	170.420820357143	20.1747992857143	1047.17	6814.05	1.93	1.82	>20.66	-0.4297	19.92	181.9	01a59293o0378o
59293.45694205	>20.69	0.0	-0.8513320548699448	9.442046426739388	o	>20.69	1.23	170.420820357143	20.1747992857143	988.01	6734.75	1.95	1.86	>20.69	-0.4237	19.92	181.0	01a59293o0389o
59293.48859605	>20.66	0.0	6.724698190509185	9.828405047667273	o	>20.66	1.37	170.420820357143	20.1747992857143	974.81	6844.99	1.95	1.75	>20.66	-0.4337	19.89	181.5	01a59293o0453o
59297.35092235	>19.49981971554637	0.0	34.044944868335136	19.18684178146722	o	>19.49981971554637	1.34	170.420820357143	20.1747992857143	1393.52	3725.43	2.23	2.03	>19.49981971554637	-0.4427	19.01	182.4	01a59297o0145o
59297.37505715	>19.99	0.0	-10.872620941058884	18.06527787129784	o	>19.99	1.0	170.420820357143	20.1747992857143	1371.78	3691.44	2.07	1.89	>19.99	-0.4257	19.14	180.5	01a59297o0197o
59297.39276195	>20.07	0.0	-24.357785614052226	16.86308234819	o	>20.07	1.13	170.420820357143	20.1747992857143	1429.4	3775.46	1.99	1.82	>20.07	-0.4327	19.2	179.2	01a59297o0233o
59297.41157785	>20.13	0.0	-10.214505728563902	15.927703847930152	o	>20.13	0.75	170.420820357143	20.1747992857143	9101.57	6897.59	2.1	1.93	>20.13	-0.4237	19.2	182.6	01a59297o0271o
59303.40011385	>19.76	0.0	3.211875674283383	22.590192242459793	o	>19.76	1.23	170.420820357143	20.1747992857143	7481.24	1985.33	2.19	1.95	>19.76	-0.4397	18.88	180.2	02a59303o0200o
59303.40336545	>19.83	0.0	-27.349341358007543	21.271709945116978	o	>19.83	1.16	170.420820357143	20.1747992857143	7461.52	1947.48	2.22	1.95	>19.83	-0.4397	18.88	182.0	02a59303o0207o
59303.41035795	>19.36050916235454	0.0	51.51072657169193	21.805836734452747	o	>19.36050916235454	0.95	170.420820357143	20.1747992857143	7520.95	2026.51	2.23	1.99	>19.36050916235454	-0.4387	18.87	181.6	02a59303o0221o
59303.42033245	>19.8	0.0	15.607595889489241	21.700972366892575	o	>19.8	0.94	170.420820357143	20.1747992857143	7542.46	1910.62	2.2	1.94	>19.8	-0.4387	18.89	181.1	02a59303o0242o
59305.51225185	>20.13	0.0	-13.244258344100317	15.841171744904301	o	>20.13	1.1	170.420820357143	20.1747992857143	7296.37	8880.6	2.12	1.87	>20.13	-0.4247	19.25	182.0	01a59305o0603o
59305.51547675	>20.2	0.0	-6.376292460288538	14.799296080669691	o	>20.2	1.22	170.420820357143	20.1747992857143	7317.24	8918.19	1.99	1.82	>20.2	-0.4187	19.26	181.8	01a59305o0610o
59305.52551685	>20.18	0.0	-0.31503700630137316	15.04301705089057	o	>20.18	0.94	170.420820357143	20.1747992857143	7255.48	8843.62	2.04	1.76	>20.18	-0.4207	19.24	181.9	01a59305o0629o
59305.54953455	>19.86	0.0	-14.015656736376778	19.97976598589881	o	>19.86	0.84	170.420820357143	20.1747992857143	7233.99	8963.12	2.25	1.99	>19.86	-0.4087	19.04	177.9	01a59305o0678o
59307.42816165	>20.2	0.0	4.261040136410459	15.218000487180209	o	>20.2	1.65	170.420820357143	20.1747992857143	2542.52	8286.55	2.12	1.85	>20.2	-0.4467	19.57	182.0	02a59307o0338o
59307.44888895	>18.952289491106658	0.0	39.3360373965551	31.677693832624012	o	>18.952289491106658	1.03	170.420820357143	20.1747992857143	2516.49	8244.4	1.93	1.71	>18.952289491106658	-0.4817	18.25	182.9	02a59307o0381o
59319.34872785	>20.48	0.0	-4.839812659879085	11.723101776151566	o	>20.48	1.6	170.420820357143	20.1747992857143	7579.34	3927.75	2.2	1.95	>20.48	-0.4407	19.61	180.9	02a59319o0271o
59319.35491615	>20.42	0.0	7.219229364851751	12.283464889449249	o	>20.42	1.22	170.420820357143	20.1747992857143	7559.18	3889.29	2.2	1.95	>20.42	-0.4407	19.59	182.3	02a59319o0283o
59319.35778005	>20.5	0.0	-0.21811103967917067	11.450829583156459	o	>20.5	1.26	170.420820357143	20.1747992857143	7617.83	3969.4	2.2	1.97	>20.5	-0.4427	19.56	181.2	02a59319o0289o
59319.36793705	>20.43	0.0	7.362947650110551	12.198316256153301	o	>20.43	1.49	170.420820357143	20.1747992857143	7638.5	3853.78	2.22	1.98	>20.43	-0.4377	19.64	180.6	02a59319o0309o
59321.34262555	>20.53	0.0	-2.9008581323613574	10.976219960286215	o	>20.53	1.16	170.420820357143	20.1747992857143	4031.42	576.94	1.99	1.86	>20.53	-0.4287	19.74	175.7	01a59321o0234o
59321.34705215	>20.5	0.0	-10.625995797314472	11.284972280868857	o	>20.5	1.21	170.420820357143	20.1747992857143	4050.85	615.41	2.08	1.88	>20.5	-0.4227	19.71	176.3	01a59321o0243o
59321.35231825	>20.52	0.0	-2.922773848670388	11.051738615284902	o	>20.52	0.92	170.420820357143	20.1747992857143	3993.51	536.31	2.18	2.0	>20.52	-0.4177	19.67	174.8	01a59321o0254o
59323.30546985	>20.35	0.0	-14.959324963448793	13.199404379513643	o	>20.35	1.0	170.420820357143	20.1747992857143	2201.92	605.12	2.18	1.88	>20.35	-0.4437	19.41	180.7	02a59323o0168o
59323.30729925	>20.37	0.0	-4.887596446061334	13.033590522830224	o	>20.37	0.87	170.420820357143	20.1747992857143	2221.98	645.03	2.16	1.87	>20.37	-0.4467	19.54	179.4	02a59323o0172o
59323.31050045	>20.29	0.0	-1.574444972344117	13.960078754784504	o	>20.29	1.11	170.420820357143	20.1747992857143	2164.44	565.89	2.19	1.91	>20.29	-0.4417	19.51	180.3	02a59323o0179o
59323.31645735	>20.33	0.0	-5.867684826072983	13.442332510639924	o	>20.33	1.16	170.420820357143	20.1747992857143	2146.44	684.71	2.19	1.92	>20.33	-0.4417	19.51	180.4	02a59323o0192o
59331.36970865	>17.993002943587157	0.0	193.51397982065075	76.62842735066731	o	>17.993002943587157	0.93	170.420820357143	20.1747992857143	3329.57	3588.69	2.25	1.94	>17.993002943587157	-0.4487	17.6	135.2	02a59331o0312o
59331.37429475	>19.19	0.0	34.980066586273814	38.63651953954287	o	>19.19	0.96	170.420820357143	20.1747992857143	3387.34	3665.57	2.2	1.93	>19.19	-0.4467	18.2	161.7	02a59331o0322o
59331.38731255	>19.45	0.0	-3.3098284712250985	30.01672027352417	o	>19.45	0.87	170.420820357143	20.1747992857143	3408.19	3548.67	2.25	1.97	>19.45	-0.4387	18.44	185.7	02a59331o0350o
59333.33749235	>20.31	0.0	1.0371795774692325	13.414189201935406	o	>20.31	1.05	170.420820357143	20.1747992857143	4134.22	2515.12	1.88	1.73	>20.31	-0.4187	19.41	181.3	01a59333o0007o
59333.36423835	>20.3	0.0	-14.404401623513222	13.350421016914693	o	>20.3	1.17	170.420820357143	20.1747992857143	4158.19	2548.41	1.91	1.74	>20.3	-0.4097	19.34	178.5	01a59333o0022o
59333.37131185	>20.21	0.0	-11.075425180286237	15.110657610313005	o	>20.21	1.25	170.420820357143	20.1747992857143	4100.83	2467.08	2.07	1.87	>20.21	-0.4507	19.25	182.3	01a59333o0035o
59333.37456795	>19.81143045908844	0.0	20.959301422869462	14.443863152838878	o	>19.81143045908844	1.18	170.420820357143	20.1747992857143	4083.6	2582.35	1.98	1.87	>19.81143045908844	-0.4127	19.29	184.0	01a59333o0042o
59335.31932735	>20.43	0.0	4.7859314732405815	12.139923737000501	o	>20.43	1.16	170.420820357143	20.1747992857143	3352.69	3630.73	2.3	2.03	>20.43	-0.4307	19.61	181.8	02a59335o0197o
59335.32253135	>20.5	0.0	-8.61835181038565	11.40664210198101	o	>20.5	1.46	170.420820357143	20.1747992857143	3335.09	3593.73	2.38	2.13	>20.5	-0.4307	19.57	182.0	02a59335o0204o
59335.33035845	>20.52	0.0	-12.795277304667545	11.210021709399	o	>20.52	1.42	170.420820357143	20.1747992857143	3392.27	3667.25	2.25	2.0	>20.52	-0.4377	19.62	181.5	02a59335o0220o
59335.34045345	>20.37	0.0	-1.4141037438306752	12.868344068859145	o	>20.37	1.2	170.420820357143	20.1747992857143	3413.22	3551.02	2.5	2.25	>20.37	-0.4357	19.52	181.1	02a59335o0241o
59337.35812485	>19.97	0.0	-25.484436617484903	18.603638730763983	o	>19.97	0.9	170.420820357143	20.1747992857143	2219.09	2610.08	1.88	1.72	>19.97	-0.4397	19.18	181.3	01a59337o0288o
59337.36134955	>19.75	0.0	-11.67283384610512	22.523637139667628	o	>19.75	0.76	170.420820357143	20.1747992857143	2239.17	2648.61	1.8	1.69	>19.75	-0.4267	18.88	180.2	01a59337o0295o
59337.37168655	>17.26	0.0	171.1676240092381	226.11031813566018	o	>17.26	1.16	170.420820357143	20.1747992857143	2182.58	2568.99	1.98	1.76	>17.26	-0.4337	16.11	193.1	01a59337o0317o
59337.37721215	>17.79	0.0	-101.94155696904127	137.22901899678632	o	>17.79	1.29	170.420820357143	20.1747992857143	2165.58	2684.11	1.83	1.66	>17.79	-0.4307	16.93	176.9	01a59337o0329o
59345.33983575	>20.06209896277173	0.0	20.00431943316201	11.459428019659034	o	>20.06209896277173	1.77	170.420820357143	20.1747992857143	1128.25	8712.0	1.82	1.69	>20.06209896277173	-0.4297	19.76	180.8	01a59345o0246o
59345.34306785	>20.44	0.0	-7.362105445322137	11.938549370792652	o	>20.44	1.03	170.420820357143	20.1747992857143	1148.16	8751.21	1.82	1.7	>20.44	-0.4227	19.76	181.4	01a59345o0253o
59345.35052305	>20.55	0.0	-9.185046835863345	10.761584725601082	o	>20.55	1.22	170.420820357143	20.1747992857143	1090.32	8672.42	1.85	1.73	>20.55	-0.4187	19.71	181.4	01a59345o0269o
59345.36669695	>20.44	0.0	3.022606687864504	11.730592621950336	o	>20.44	1.02	170.420820357143	20.1747992857143	1071.19	8787.74	1.9	1.78	>20.44	-0.4097	19.64	180.8	01a59345o0303o
59349.29193215	>20.066846913089414	0.0	15.978034174729299	11.367457149185523	o	>20.066846913089414	1.28	170.420820357143	20.1747992857143	1117.69	8720.05	2.03	1.8	>20.066846913089414	-0.4377	19.73	181.1	01a59349o0134o
59349.30675855	>20.45	0.0	-12.327606508072025	11.884167425047853	o	>20.45	1.13	170.420820357143	20.1747992857143	1140.16	8756.04	2.21	1.86	>20.45	-0.4307	19.7	180.9	01a59349o0164o
59349.31050525	>20.42	0.0	-8.913944718141108	12.29186061133142	o	>20.42	1.13	170.420820357143	20.1747992857143	1081.29	8676.99	2.22	1.95	>20.42	-0.4337	19.69	181.8	01a59349o0171o
59349.31650235	>20.53	0.0	-7.732260594920116	11.080249718493777	o	>20.53	1.03	170.420820357143	20.1747992857143	1062.69	8794.42	2.08	1.76	>20.53	-0.4297	19.75	180.9	01a59349o0183o
59351.28235185	>20.23	0.0	-20.311447106645964	14.595051813158777	o	>20.23	1.28	170.420820357143	20.1747992857143	6324.1	6145.77	2.29	2.04	>20.23	-0.4297	19.35	181.8	02a59351o0105o
59351.28613995	>20.08	0.0	-51.17062788685515	16.4411042668957	o	>20.08	1.05	170.420820357143	20.1747992857143	6304.54	6106.97	2.82	2.57	>20.08	-0.4087	19.12	181.1	02a59351o0113o
59351.29167985	>19.73	0.0	21.520204910120164	22.466147983092476	o	>19.73	1.09	170.420820357143	20.1747992857143	6362.76	6187.26	3.01	2.77	>19.73	-0.4017	18.87	181.1	02a59351o0125o
59351.30147315	>20.2	0.0	-18.30421253804568	14.880402998555118	o	>20.2	1.07	170.420820357143	20.1747992857143	6384.33	6073.2	2.39	2.13	>20.2	-0.4227	19.26	180.8	02a59351o0146o
59353.25131045	>20.2	0.0	-0.6952044575937267	15.041696446118815	o	>20.2	1.14	170.420820357143	20.1747992857143	6144.34	4349.01	1.73	1.62	>20.2	-0.4337	19.3	179.0	01a59353o0044o
59353.25546065	>20.2	0.0	7.11785379198942	14.998334775977703	o	>20.2	0.81	170.420820357143	20.1747992857143	6164.8	4386.97	1.72	1.64	>20.2	-0.4337	19.3	180.0	01a59353o0053o
59353.26645965	>20.18	0.0	-4.440270088270232	15.204561211349583	o	>20.18	0.84	170.420820357143	20.1747992857143	6109.23	4308.91	1.78	1.69	>20.18	-0.4257	19.28	178.8	01a59353o0074o
59353.27303505	>20.25	0.0	1.4110433382655774	14.24481846249059	o	>20.25	1.35	170.420820357143	20.1747992857143	6092.33	4424.22	1.79	1.68	>20.25	-0.4277	19.27	177.7	01a59353o0088o
59357.29990815	>19.9	0.0	-1.2417274547058812	19.324383513860276	o	>19.9	1.11	170.420820357143	20.1747992857143	6153.0	4336.11	1.95	1.86	>19.9	-0.4047	18.96	180.5	01a59357o0010o
59357.30313155	>19.526984472465095	0.0	40.16608033862716	18.70442702225495	o	>19.526984472465095	1.26	170.420820357143	20.1747992857143	6173.63	4372.95	1.91	1.81	>19.526984472465095	-0.4107	18.94	173.7	01a59357o0017o
59357.30872665	>19.96	0.0	-12.629303773716748	18.43588022140261	o	>19.96	0.98	170.420820357143	20.1747992857143	6116.42	4294.92	1.91	1.75	>19.96	-0.4177	18.95	181.1	01a59357o0029o
59357.33042505	19.41	0.3	62.64043400087303	20.272212123462822	o	19.41	0.75	170.420820357143	20.1747992857143	6103.8	4413.15	1.88	1.69	19.41	-0.4267	18.91	180.5	01a59357o0075o
59359.27641465	>19.81	0.0	-27.57235830642985	21.75152710840577	o	>19.81	1.29	170.420820357143	20.1747992857143	2464.29	6347.1	2.15	1.86	>19.81	-0.4507	18.81	180.0	02a59359o0089o
59359.27974555	>19.77	0.0	3.7272804011533913	22.766631639477474	o	>19.77	0.93	170.420820357143	20.1747992857143	2446.36	6311.44	2.14	1.84	>19.77	-0.4537	18.88	180.1	02a59359o0096o
59359.28490905	>19.84	0.0	-11.302491637984678	21.39400202904243	o	>19.84	1.47	170.420820357143	20.1747992857143	2504.1	6385.82	2.13	1.84	>19.84	-0.4587	18.84	178.4	02a59359o0107o
59359.30648855	>19.75	0.0	11.602836566469703	23.205673132939406	o	>19.75	0.91	170.420820357143	20.1747992857143	2523.41	6271.85	2.12	1.85	>19.75	-0.4527	18.85	179.3	02a59359o0153o
59361.35012935	>19.87	0.0	-26.623623728827106	20.055992411105827	o	>19.87	1.41	170.420820357143	20.1747992857143	10197.1	650.65	1.84	1.74	>19.87	-0.4187	18.97	181.7	01a59361o0009o
59361.35659365	>19.84	0.0	20.738494363269595	20.81502017272815	o	>19.84	1.09	170.420820357143	20.1747992857143	10213.5	689.52	1.99	1.71	>19.84	-0.4327	18.93	182.3	01a59361o0023o
59361.36028795	>19.78	0.0	8.346654674131722	22.032160536221575	o	>19.78	0.76	170.420820357143	20.1747992857143	10157.4	611.69	1.95	1.71	>19.78	-0.4337	18.92	181.3	01a59361o0031o
59361.37228565	>19.73	0.0	-23.761201116570536	23.096552134288846	o	>19.73	1.06	170.420820357143	20.1747992857143	10139.2	733.2	2.07	1.77	>19.73	-0.4297	18.8	177.4	01a59361o0057o
59361.37966155	>19.64	0.0	19.074078093448037	25.29205949836062	o	>19.64	0.93	170.420820357143	20.1747992857143	205.86	700.8	2.09	1.76	>19.64	-0.4417	18.86	180.7	01a59361o0073o
59361.38244085	>19.67	0.0	-9.455445412745384	24.61983899922383	o	>19.67	1.22	170.420820357143	20.1747992857143	227.12	739.61	2.19	1.77	>19.67	-0.4457	18.84	183.9	01a59361o0079o
59361.38796685	>19.56	0.0	4.575502208154019	27.09415033063752	o	>19.56	1.35	170.420820357143	20.1747992857143	167.73	659.75	2.15	1.82	>19.56	-0.4387	18.77	180.2	01a59361o0091o
59361.40090035	>19.31	0.0	-44.06462318460356	33.74422459663062	o	>19.31	1.18	170.420820357143	20.1747992857143	150.84	778.1	2.48	2.03	>19.31	-0.4277	18.55	186.2	01a59361o0119o
59363.31200065	>20.4	0.0	-27.9940875063618	12.581612362409798	o	>20.4	1.58	170.420820357143	20.1747992857143	1329.61	1794.52	2.15	1.88	>20.4	-0.4437	19.54	181.3	02a59363o0162o
59363.31612335	>20.31	0.0	8.59084384603048	13.681714273307803	o	>20.31	1.47	170.420820357143	20.1747992857143	1310.27	1754.32	2.15	1.9	>20.31	-0.4427	19.53	180.7	02a59363o0171o
59363.32346615	>20.33	0.0	8.39356482800404	13.343615880416683	o	>20.33	1.34	170.420820357143	20.1747992857143	1370.01	1831.12	2.17	1.91	>20.33	-0.4397	19.48	180.6	02a59363o0187o
59363.33402235	>20.26	0.0	-12.86642211598708	14.283909298256841	o	>20.26	1.81	170.420820357143	20.1747992857143	1391.5	1714.34	2.17	1.93	>20.26	-0.4397	19.32	181.1	02a59363o0210o
59367.26343805	>20.37	0.0	-8.750219124093142	13.125328686139712	o	>20.37	0.79	170.420820357143	20.1747992857143	1335.77	1799.18	2.09	1.82	>20.37	-0.4537	19.56	180.4	02a59367o0057o
59367.26663895	>20.38	0.0	10.557956701378284	13.001928160030664	o	>20.38	0.97	170.420820357143	20.1747992857143	1316.83	1761.36	2.09	1.83	>20.38	-0.4547	19.52	181.2	02a59367o0064o
59367.27405295	>20.36	0.0	2.9258313622163397	13.115795761659454	o	>20.36	1.8	170.420820357143	20.1747992857143	1374.73	1836.04	2.13	1.86	>20.36	-0.4467	19.5	180.4	02a59367o0080o
59367.28596465	>20.4	0.0	-1.2896332051445771	12.69792694296199	o	>20.4	1.07	170.420820357143	20.1747992857143	1395.86	1721.38	2.09	1.84	>20.4	-0.4557	19.55	182.3	02a59367o0106o
59371.29570035	>19.60919441296256	0.0	37.21569149224457	17.295259116727767	o	>19.60919441296256	1.43	170.420820357143	20.1747992857143	301.11	7925.76	2.6	2.38	>19.60919441296256	-0.4167	19.27	178.6	02a59371o0122o
59371.29707145	>20.21	0.0	4.938472679249939	14.674318818342675	o	>20.21	1.14	170.420820357143	20.1747992857143	10264.1	7952.69	2.5	2.27	>20.21	-0.4167	19.38	180.3	02a59371o0125o
59371.29938405	>19.9	0.0	-25.631438500633315	19.406660579050932	o	>19.9	0.95	170.420820357143	20.1747992857143	282.38	7886.92	2.83	2.59	>19.9	-0.4147	19.19	178.3	02a59371o0130o
59371.30075735	>20.28	0.0	-32.200066665755536	13.745483003563628	o	>20.28	1.06	170.420820357143	20.1747992857143	10244.7	7913.38	2.39	2.13	>20.28	-0.4197	19.4	178.7	02a59371o0133o
59371.30855575	>17.82	0.0	-49.516930435847556	132.6942461679735	o	>17.82	0.06	170.420820357143	20.1747992857143	10302.0	7992.27	2.47	2.24	>17.82	-0.4157	19.38	128.4	02a59371o0150o
59371.30902375	>19.650649845890744	0.0	23.5550208580448	16.699455085927287	o	>19.650649845890744	1.21	170.420820357143	20.1747992857143	337.8	7960.99	2.77	2.55	>19.650649845890744	-0.4077	19.21	178.8	02a59371o0151o
59371.31868075	>20.22	0.0	2.5711702183862997	14.569964570855698	o	>20.22	1.17	170.420820357143	20.1747992857143	10321.0	7875.74	2.51	2.27	>20.22	-0.4177	19.38	179.7	02a59371o0172o
59371.31913745	>20.14	0.0	9.207667753064241	15.5822069667241	o	>20.14	1.16	170.420820357143	20.1747992857143	357.5	7843.0	2.48	2.27	>20.14	-0.4147	19.3	179.3	02a59371o0173o
59381.25462025	>18.844284438069685	0.0	36.26645782282971	35.04855438848094	o	>18.844284438069685	1.48	170.420820357143	20.1747992857143	5271.98	7047.87	2.16	1.88	>18.844284438069685	-0.4077	18.24	181.8	01a59381o0034o
59381.25877085	>20.18	0.0	-2.2556430596450103	14.977469916042871	o	>20.18	1.22	170.420820357143	20.1747992857143	5291.76	7083.46	2.14	1.88	>20.18	-0.4117	19.18	180.8	01a59381o0043o
59381.26399385	>20.21	0.0	-23.264104487968797	14.609857618444403	o	>20.21	1.06	170.420820357143	20.1747992857143	5234.12	7007.4	2.22	1.95	>20.21	-0.4117	19.3	179.4	01a59381o0054o
59381.27712125	>20.23	0.0	1.7176631048282802	14.374128087773505	o	>20.23	1.34	170.420820357143	20.1747992857143	5215.29	7122.22	2.21	1.91	>20.23	-0.4137	19.33	177.7	01a59381o0082o
59383.25279995	>19.58	0.0	24.731143116035444	27.04639906732387	o	>19.58	0.65	170.420820357143	20.1747992857143	5266.58	1590.76	2.17	1.88	>19.58	-0.4517	18.75	180.1	02a59383o0023o
59383.25601785	>19.84	0.0	-2.737709560041307	21.293296578099056	o	>19.84	1.07	170.420820357143	20.1747992857143	5250.51	1552.17	2.14	1.83	>19.84	-0.4537	18.88	179.9	02a59383o0030o
59383.27263335	>19.85	0.0	-14.244888088399026	21.057660652415954	o	>19.85	0.77	170.420820357143	20.1747992857143	5312.0	1628.21	2.13	1.87	>19.85	-0.4487	18.94	181.4	02a59383o0066o
59383.28005955	>19.85	0.0	7.688951908235483	21.169581877219766	o	>19.85	1.23	170.420820357143	20.1747992857143	5332.23	1509.33	2.09	1.82	>19.85	-0.4567	19.03	176.5	02a59383o0082o
59387.27307975	>18.02	0.0	14.43022734844392	114.56192687606087	o	>18.02	1.07	170.420820357143	20.1747992857143	4472.94	8179.36	2.49	1.92	>18.02	-0.4637	17.97	182.9	02a59387o0069o
59387.27675865	>16.4	0.0	-183.42888958585206	512.1581917088116	o	>16.4	0.75	170.420820357143	20.1747992857143	4452.4	8140.14	2.57	1.95	>16.4	-0.4697	16.78	182.5	02a59387o0077o
59387.28227155	>17.55	0.0	-338.334773430747	177.59565509265192	o	>17.55	0.94	170.420820357143	20.1747992857143	4508.83	8215.98	2.47	1.91	>17.55	-0.4667	17.63	179.5	02a59387o0089o
59387.29239455	>16.69	0.0	18.029652215985138	391.45736421486373	o	>16.69	1.21	170.420820357143	20.1747992857143	4527.86	8095.24	2.53	1.96	>16.69	-0.4642	16.99	184.8	02a59387o0111o
59393.27225455	>20.5	0.0	-4.306719284343387	11.336805174962738	o	>20.5	0.95	170.420820357143	20.1747992857143	3099.93	8599.96	1.79	1.61	>20.5	-0.4277	19.75	180.7	01a59393o0071o
59393.27548215	>20.64	0.0	-12.51452568620024	9.949047920529189	o	>20.64	1.73	170.420820357143	20.1747992857143	3119.5	8639.02	1.75	1.63	>20.64	-0.4237	19.7	182.4	01a59393o0078o
59393.28101695	>20.42	0.0	-1.5227053209241102	12.181642567392881	o	>20.42	1.32	170.420820357143	20.1747992857143	3060.41	8561.87	1.78	1.61	>20.42	-0.4297	19.72	179.1	01a59393o0090o
59393.29253415	>19.978401715880132	0.0	17.43483502081242	12.386137620963265	o	>19.978401715880132	0.76	170.420820357143	20.1747992857143	3038.08	8678.76	1.85	1.63	>19.978401715880132	-0.4297	19.66	179.6	01a59393o0115o
59397.26362975	>20.44	0.0	2.249394459451069	11.97471756354834	o	>20.44	0.75	170.420820357143	20.1747992857143	3100.25	8600.72	1.86	1.62	>20.44	-0.4267	19.67	180.8	01a59397o0050o
59397.26685375	>20.5	0.0	-15.902394783716796	11.349426982569662	o	>20.5	1.32	170.420820357143	20.1747992857143	3119.59	8639.52	1.85	1.62	>20.5	-0.4287	19.67	180.8	01a59397o0057o
59397.27377325	>20.45	0.0	4.382098717158838	11.7519920141987	o	>20.45	1.33	170.420820357143	20.1747992857143	3060.74	8562.57	1.82	1.66	>20.45	-0.4227	19.64	182.7	01a59397o0072o
59397.28391265	>20.36	0.0	1.6432524223285743	12.86023634865841	o	>20.36	1.14	170.420820357143	20.1747992857143	3039.44	8680.15	1.92	1.67	>20.36	-0.4277	19.64	180.5	01a59397o0094o
59401.25163435	>19.67	0.0	0.6600149780219117	23.958543702195396	o	>19.67	1.06	170.420820357143	20.1747992857143	7987.89	2269.52	1.81	1.67	>19.67	-0.4157	18.74	158.3	01a59401o0027o
