#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
01a59349o0164o,170.420820357143,20.1747992857143,>20.45,0.0,3.0,o,22.303,59349.30675855,1140.16,8756.04,178.0,180.9,-13.9,13.4,179.0,39.4,840.0,1.13,2.21,1.86,1.0,3.0,-0.4307,-12.327606508072025,11.884167425047853,19.7,30.0
01a59349o0171o,170.420820357143,20.1747992857143,>20.42,0.0,3.0,o,22.301,59349.31050525,1081.29,8676.99,175.0,181.8,-9.5,13.1,178.3,-907.6,643.7,1.13,2.22,1.95,1.0,3.0,-0.4337,-8.913944718141108,12.29186061133142,19.69,30.0
01a59349o0183o,170.420820357143,20.1747992857143,>20.53,0.0,3.0,o,22.292,59349.31650235,1062.69,8794.42,171.0,180.9,-9.7,13.9,181.8,709.6,755.3,1.03,2.08,1.76,1.0,3.0,-0.4297,-7.732260594920116,11.080249718493777,19.75,30.0
02a59351o0105o,170.420820357143,20.1747992857143,>20.23,0.0,3.0,o,22.098,59351.28235185,6324.1,6145.77,172.0,181.8,-16.7,12.0,184.5,1436.0,685.0,1.28,2.29,2.04,1.0,3.0,-0.4297,-20.311447106645964,14.595051813158777,19.35,30.0
02a59351o0113o,170.420820357143,20.1747992857143,>20.08,0.0,3.0,o,22.1,59351.28613995,6304.54,6106.97,139.0,181.1,-27.7,8.9,180.8,492.5,815.4,1.05,2.82,2.57,1.0,3.0,-0.4087,-51.17062788685515,16.4411042668957,19.12,30.0
02a59351o0125o,170.420820357143,20.1747992857143,>19.73,0.0,3.0,o,21.977,59351.29167985,6362.76,6187.26,189.0,181.1,9.1,9.5,181.2,-205.5,812.8,1.09,3.01,2.77,1.0,3.0,-0.4017,21.520204910120164,22.466147983092476,18.87,30.0
02a59351o0146o,170.420820357143,20.1747992857143,>20.2,0.0,3.0,o,22.098,59351.30147315,6384.33,6073.2,188.0,180.8,-13.9,11.3,182.3,1403.2,744.4,1.07,2.39,2.13,1.0,3.0,-0.4227,-18.30421253804568,14.880402998555118,19.26,30.0
01a59353o0044o,170.420820357143,20.1747992857143,>20.2,0.0,3.0,o,22.258,59353.25131045,6144.34,4349.01,172.0,179.0,-1.1,23.8,172.7,-611.7,915.8,1.14,1.73,1.62,1.0,3.0,-0.4337,-0.6952044575937267,15.041696446118815,19.3,30.0
01a59353o0053o,170.420820357143,20.1747992857143,>20.2,0.0,3.0,o,22.259,59353.25546065,6164.8,4386.97,170.0,180.0,11.2,23.6,183.0,837.2,1063.0,0.81,1.72,1.64,1.0,3.0,-0.4337,7.11785379198942,14.998334775977703,19.3,30.0
01a59353o0074o,170.420820357143,20.1747992857143,>20.18,0.0,3.0,o,22.259,59353.26645965,6109.23,4308.91,196.0,178.8,-6.6,22.6,181.7,2357.0,927.1,0.84,1.78,1.69,1.0,3.0,-0.4257,-4.440270088270232,15.204561211349583,19.28,30.0
01a59353o0088o,170.420820357143,20.1747992857143,>20.25,0.0,3.0,o,22.262,59353.27303505,6092.33,4424.22,165.0,177.7,2.1,21.2,171.7,-499.4,952.4,1.35,1.79,1.68,1.0,3.0,-0.4277,1.4110433382655774,14.24481846249059,19.27,30.0
01a59357o0010o,170.420820357143,20.1747992857143,>19.9,0.0,3.0,o,22.286,59357.29990815,6153.0,4336.11,235.0,180.5,-1.6,24.9,178.0,-1130.4,1190.9,1.11,1.95,1.86,1.0,3.0,-0.4047,-1.2417274547058812,19.324383513860276,18.96,30.0
01a59357o0017o,170.420820357143,20.1747992857143,>19.526984472465095,0.0,2.15,o,22.284,59357.30313155,6173.63,4372.95,177.0,173.7,53.9,25.1,165.3,-743.7,1349.6,1.26,1.91,1.81,1.0,3.0,-0.4107,40.16608033862716,18.70442702225495,18.94,30.0
01a59357o0029o,170.420820357143,20.1747992857143,>19.96,0.0,3.0,o,22.283,59357.30872665,6116.42,4294.92,167.0,181.1,-17.4,25.4,176.4,-1234.6,1336.8,0.98,1.91,1.75,1.0,3.0,-0.4177,-12.629303773716748,18.43588022140261,18.95,30.0
01a59357o0075o,170.420820357143,20.1747992857143,19.41,0.3,3.09,o,22.274,59357.33042505,6103.8,4413.15,261.0,180.5,89.3,28.9,177.2,1134.7,1372.8,0.75,1.88,1.69,1.0,3.0,-0.4267,62.64043400087303,20.272212123462822,18.91,30.0
02a59359o0089o,170.420820357143,20.1747992857143,>19.81,0.0,3.0,o,22.14,59359.27641465,2464.29,6347.1,109.0,180.0,-27.0,21.3,180.3,47.9,1239.7,1.29,2.15,1.86,1.0,3.0,-0.4507,-27.57235830642985,21.75152710840577,18.81,30.0
02a59359o0096o,170.420820357143,20.1747992857143,>19.77,0.0,3.0,o,22.141,59359.27974555,2446.36,6311.44,212.0,180.1,3.7,22.6,178.0,623.9,996.2,0.93,2.14,1.84,1.0,3.0,-0.4537,3.7272804011533913,22.766631639477474,18.88,30.0
02a59359o0107o,170.420820357143,20.1747992857143,>19.84,0.0,3.0,o,22.139,59359.28490905,2504.1,6385.82,196.0,178.4,-11.2,21.2,176.2,-240.2,1100.7,1.47,2.13,1.84,1.0,3.0,-0.4587,-11.302491637984678,21.39400202904243,18.84,30.0
02a59359o0153o,170.420820357143,20.1747992857143,>19.75,0.0,3.0,o,22.134,59359.30648855,2523.41,6271.85,186.0,179.3,11.5,23.0,180.3,633.3,1127.6,0.91,2.12,1.85,1.0,3.0,-0.4527,11.602836566469703,23.205673132939406,18.85,30.0
01a59361o0009o,170.420820357143,20.1747992857143,>19.87,0.0,3.0,o,22.267,59361.35012935,10197.1,650.65,176.0,181.7,-37.7,28.4,184.6,877.1,1324.0,1.41,1.84,1.74,1.0,3.0,-0.4187,-26.623623728827106,20.055992411105827,18.97,30.0
01a59361o0023o,170.420820357143,20.1747992857143,>19.84,0.0,3.0,o,22.26,59361.35659365,10213.5,689.52,216.0,182.3,27.1,27.2,186.3,2822.5,1544.5,1.09,1.99,1.71,1.0,3.0,-0.4327,20.738494363269595,20.81502017272815,18.93,30.0
01a59361o0031o,170.420820357143,20.1747992857143,>19.78,0.0,3.0,o,22.258,59361.36028795,10157.4,611.69,184.0,181.3,11.1,29.3,179.9,395.4,1661.5,0.76,1.95,1.71,1.0,3.0,-0.4337,8.346654674131722,22.032160536221575,18.92,30.0
01a59361o0057o,170.420820357143,20.1747992857143,>19.73,0.0,3.0,o,22.248,59361.37228565,10139.2,733.2,158.0,177.4,-28.6,27.8,177.4,2488.2,1416.4,1.06,2.07,1.77,1.0,3.0,-0.4297,-23.761201116570536,23.096552134288846,18.8,30.0
01a59361o0073o,170.420820357143,20.1747992857143,>19.64,0.0,3.0,o,22.252,59361.37966155,205.86,700.8,196.0,180.7,22.7,30.1,181.5,2835.5,1685.4,0.93,2.09,1.76,1.0,3.0,-0.4417,19.074078093448037,25.29205949836062,18.86,30.0
01a59361o0079o,170.420820357143,20.1747992857143,>19.67,0.0,3.0,o,22.248,59361.38244085,227.12,739.61,163.0,183.9,-10.6,27.6,186.3,4674.8,1278.4,1.22,2.19,1.77,1.0,3.0,-0.4457,-9.455445412745384,24.61983899922383,18.84,30.0
01a59361o0091o,170.420820357143,20.1747992857143,>19.56,0.0,3.0,o,22.245,59361.38796685,167.73,659.75,150.0,180.2,5.1,30.2,180.8,5076.7,1478.3,1.35,2.15,1.82,1.0,3.0,-0.4387,4.575502208154019,27.09415033063752,18.77,30.0
01a59361o0119o,170.420820357143,20.1747992857143,>19.31,0.0,3.0,o,22.229,59361.40090035,150.84,778.1,131.0,186.2,-38.0,29.1,197.5,7896.0,1649.8,1.18,2.48,2.03,1.0,3.0,-0.4277,-44.06462318460356,33.74422459663062,18.55,30.0
02a59363o0162o,170.420820357143,20.1747992857143,>20.4,0.0,3.0,o,22.116,59363.31200065,1329.61,1794.52,155.0,181.3,-26.7,12.0,181.9,-211.9,624.6,1.58,2.15,1.88,1.0,3.0,-0.4437,-27.9940875063618,12.581612362409798,19.54,30.0
02a59363o0171o,170.420820357143,20.1747992857143,>20.31,0.0,3.0,o,22.114,59363.31612335,1310.27,1754.32,221.0,180.7,8.1,12.9,178.0,671.5,855.2,1.47,2.15,1.9,1.0,3.0,-0.4427,8.59084384603048,13.681714273307803,19.53,30.0
02a59363o0187o,170.420820357143,20.1747992857143,>20.33,0.0,3.0,o,22.111,59363.32346615,1370.01,1831.12,187.0,180.6,7.8,12.4,181.7,937.0,736.9,1.34,2.17,1.91,1.0,3.0,-0.4397,8.39356482800404,13.343615880416683,19.48,30.0
02a59363o0210o,170.420820357143,20.1747992857143,>20.26,0.0,3.0,o,22.108,59363.33402235,1391.5,1714.34,143.0,181.1,-11.8,13.1,177.8,-3697.5,807.0,1.81,2.17,1.93,1.0,3.0,-0.4397,-12.86642211598708,14.283909298256841,19.32,30.0
02a59367o0057o,170.420820357143,20.1747992857143,>20.37,0.0,3.0,o,22.142,59367.26343805,1335.77,1799.18,176.0,180.4,-9.0,13.5,180.0,667.0,793.5,0.79,2.09,1.82,1.0,3.0,-0.4537,-8.750219124093142,13.125328686139712,19.56,30.0
02a59367o0064o,170.420820357143,20.1747992857143,>20.38,0.0,3.0,o,22.143,59367.26663895,1316.83,1761.36,202.0,181.2,10.8,13.3,183.4,592.0,778.5,0.97,2.09,1.83,1.0,3.0,-0.4547,10.557956701378284,13.001928160030664,19.52,30.0
02a59367o0080o,170.420820357143,20.1747992857143,>20.36,0.0,3.0,o,22.139,59367.27405295,1374.73,1836.04,197.0,180.4,2.9,13.0,180.9,1171.4,612.1,1.8,2.13,1.86,1.0,3.0,-0.4467,2.9258313622163397,13.115795761659454,19.5,30.0
02a59367o0106o,170.420820357143,20.1747992857143,>20.4,0.0,3.0,o,22.134,59367.28596465,1395.86,1721.38,182.0,182.3,-1.3,12.8,180.1,-476.5,725.7,1.07,2.09,1.84,1.0,3.0,-0.4557,-1.2896332051445771,12.69792694296199,19.55,30.0
01a59369o0127c,170.420820357143,20.1747992857143,>20.14561104159259,0.0,1.94,c,22.337,59369.29387455,10297.5,4551.07,188.0,179.5,21.9,11.3,177.2,182.3,681.0,1.01,2.25,2.06,1.0,3.0,-0.3927,20.495220666122673,10.575159521789326,19.78,30.0
01a59369o0134c,170.420820357143,20.1747992857143,>20.22738380886318,0.0,2.29,c,22.32,59369.29710685,10317.5,4589.85,211.0,180.3,23.6,10.3,178.5,-316.7,689.6,1.41,2.25,2.07,1.0,3.0,-0.3927,22.543617744616522,9.838951812269075,19.8,30.0
01a59369o0136c,170.420820357143,20.1747992857143,>20.49,0.0,3.0,c,22.326,59369.29802965,355.53,4617.63,226.0,181.3,-3.1,11.9,182.5,793.3,580.3,1.12,2.23,2.05,1.0,3.0,-0.3987,-2.9065591347152373,11.157436678423007,19.85,30.0
01a59369o0144c,170.420820357143,20.1747992857143,>20.55,0.0,3.0,c,22.311,59369.30172455,375.13,4656.91,157.0,181.1,-1.9,10.8,182.9,-30.5,567.2,1.23,2.25,2.08,1.0,3.0,-0.3927,-1.838900366289874,10.452696818910862,19.81,30.0
01a59369o0156c,170.420820357143,20.1747992857143,>20.16962537071963,0.0,2.19,c,22.313,59369.30726835,10258.1,4514.56,225.0,179.7,23.9,10.9,178.6,206.7,792.6,0.95,2.24,2.04,1.0,3.0,-0.4007,22.710925465405424,10.357702408908752,19.78,30.0
01a59369o0166c,170.420820357143,20.1747992857143,>20.6,0.0,3.0,c,22.347,59369.31188655,315.3,4577.81,162.0,179.7,-4.3,10.7,178.3,-195.4,687.0,1.48,2.26,2.07,1.0,3.0,-0.4007,-4.054207618934558,10.088377098279016,19.84,30.0
01a59369o0169c,170.420820357143,20.1747992857143,>20.19189641306355,0.0,1.64,c,22.335,59369.31326585,10238.0,4631.71,191.0,179.5,18.0,11.0,174.9,-1212.7,761.6,1.37,2.22,2.06,1.0,3.0,-0.3937,16.666770113964752,10.185248402978461,19.79,30.0
01a59369o0183c,170.420820357143,20.1747992857143,>20.63,0.0,3.0,c,22.343,59369.31975405,298.9,4692.5,170.0,179.7,-12.1,9.8,176.1,-1224.5,666.2,1.29,2.32,2.13,1.0,3.0,-0.3927,-12.006369476343727,9.724167013898228,19.82,30.0
02a59371o0122o,170.420820357143,20.1747992857143,>19.60919441296256,0.0,2.15,o,22.131,59371.29570035,301.11,7925.76,198.0,178.6,24.1,11.2,172.7,-1737.0,756.7,1.43,2.6,2.38,1.0,3.0,-0.4167,37.21569149224457,17.295259116727767,19.27,30.0
02a59371o0125o,170.420820357143,20.1747992857143,>20.21,0.0,3.0,o,22.135,59371.29707145,10264.1,7952.69,156.0,180.3,3.5,10.4,176.4,-1732.2,702.1,1.14,2.5,2.27,1.0,3.0,-0.4167,4.938472679249939,14.674318818342675,19.38,30.0
02a59371o0130o,170.420820357143,20.1747992857143,>19.9,0.0,3.0,o,22.128,59371.29938405,282.38,7886.92,181.0,178.3,-14.0,10.6,180.4,681.5,884.4,0.95,2.83,2.59,1.0,3.0,-0.4147,-25.631438500633315,19.406660579050932,19.19,30.0
02a59371o0133o,170.420820357143,20.1747992857143,>20.28,0.0,3.0,o,22.132,59371.30075735,10244.7,7913.38,156.0,178.7,-25.3,10.8,179.0,-1370.3,781.4,1.06,2.39,2.13,1.0,3.0,-0.4197,-32.200066665755536,13.745483003563628,19.4,30.0
02a59371o0150o,170.420820357143,20.1747992857143,>17.82,0.0,3.0,o,22.122,59371.30855575,10302.0,7992.27,44.0,128.4,-35.6,95.4,78.0,-19993.9,8696.7,0.06,2.47,2.24,1.0,3.0,-0.4157,-49.516930435847556,132.6942461679735,19.38,30.0
02a59371o0151o,170.420820357143,20.1747992857143,>19.650649845890744,0.0,1.41,o,22.125,59371.30902375,337.8,7960.99,187.0,178.8,13.4,9.5,176.8,-1932.8,747.3,1.21,2.77,2.55,1.0,3.0,-0.4077,23.5550208580448,16.699455085927287,19.21,30.0
02a59371o0172o,170.420820357143,20.1747992857143,>20.22,0.0,3.0,o,22.127,59371.31868075,10321.0,7875.74,182.0,179.7,1.8,10.2,177.0,-1095.7,812.2,1.17,2.51,2.27,1.0,3.0,-0.4177,2.5711702183862997,14.569964570855698,19.38,30.0
02a59371o0173o,170.420820357143,20.1747992857143,>20.14,0.0,3.0,o,22.12,59371.31913745,357.5,7843.0,197.0,179.3,6.5,11.0,178.6,-541.3,810.2,1.16,2.48,2.27,1.0,3.0,-0.4147,9.207667753064241,15.5822069667241,19.3,30.0
01a59373o0118c,170.420820357143,20.1747992857143,>20.187736687159745,0.0,1.23,c,22.4,59373.29129035,10299.6,4551.41,201.0,179.6,13.6,11.1,177.2,-621.1,641.9,1.01,2.31,2.06,1.0,3.0,-0.4007,12.421580376766002,10.138201631036956,19.84,30.0
01a59373o0126c,170.420820357143,20.1747992857143,>20.18013162270004,0.0,2.61,c,22.398,59373.29499785,10319.3,4590.57,180.0,180.8,27.7,10.6,175.3,-1841.1,659.6,1.22,2.37,2.13,1.0,3.0,-0.3937,26.715694206450618,10.223334245067745,19.83,30.0
01a59373o0139c,170.420820357143,20.1747992857143,>20.59,0.0,3.0,c,22.394,59373.30099485,10261.0,4514.48,188.0,180.2,1.2,11.5,180.5,-65.0,681.1,0.86,2.26,2.03,1.0,3.0,-0.4057,1.0674424464987993,10.22965677894683,19.86,30.0
01a59373o0148c,170.420820357143,20.1747992857143,>20.216782475663273,0.0,1.05,c,22.4,59373.30514245,360.54,4614.75,204.0,179.9,11.2,10.7,178.3,-74.4,681.0,1.24,2.32,2.08,1.0,3.0,-0.4017,10.383125128859202,9.91959275703513,19.87,30.0
01a59373o0155c,170.420820357143,20.1747992857143,>20.59,0.0,3.0,c,22.396,59373.30836675,377.74,4654.12,196.0,181.2,3.4,12.0,177.5,-906.8,697.3,0.93,2.23,1.98,1.0,3.0,-0.4107,2.918822703248423,10.30172718793561,19.92,30.0
01a59373o0166c,170.420820357143,20.1747992857143,>20.61,0.0,3.0,c,22.382,59373.31346855,10240.4,4632.19,190.0,181.8,-7.8,10.3,181.7,179.2,656.6,1.24,2.35,2.11,1.0,3.0,-0.4007,-7.547509451360111,9.96658299346271,19.8,30.0
01a59373o0170c,170.420820357143,20.1747992857143,>20.61,0.0,3.0,c,22.394,59373.31531555,319.24,4574.42,182.0,180.0,-6.5,10.7,176.5,1006.1,676.2,1.42,2.32,2.08,1.0,3.0,-0.4027,-6.064896890017464,9.983753342028749,19.86,30.0
01a59373o0192c,170.420820357143,20.1747992857143,>20.61,0.0,3.0,c,22.383,59373.32550805,298.44,4690.35,170.0,180.6,8.0,10.9,184.0,705.9,588.9,1.09,2.32,2.02,1.0,3.0,-0.4107,7.377141040091794,10.051354667125068,19.87,30.0
01a59377o0025c,170.420820357143,20.1747992857143,>20.13,0.0,3.0,c,22.425,59377.24853745,5268.16,7046.24,203.0,178.3,6.7,16.1,175.5,-1147.7,942.1,1.3,2.37,2.17,1.0,3.0,-0.3697,6.2811856212439,15.093595298809966,19.16,30.0
01a59377o0033c,170.420820357143,20.1747992857143,>19.986767060796907,0.0,1.37,c,22.42,59377.25223585,5289.87,7085.5,188.0,181.4,17.5,12.8,180.6,189.8,750.5,0.92,2.36,2.2,1.0,3.0,-0.3787,16.777663423008654,12.271662389400618,19.51,30.0
01a59377o0047c,170.420820357143,20.1747992857143,>20.141291932361252,0.0,1.48,c,22.421,59377.25873615,5231.84,7008.25,191.0,181.5,16.7,11.3,179.4,-637.7,694.3,1.05,2.35,2.17,1.0,3.0,-0.3817,15.754434268169174,10.660186061695311,19.79,30.0
01a59377o0102c,170.420820357143,20.1747992857143,>20.221369103244875,0.0,1.97,c,22.405,59377.28481705,5215.43,7123.39,202.0,178.6,23.4,11.9,174.9,-1237.8,714.7,1.6,2.18,1.98,1.0,3.0,-0.4037,19.350682470286177,9.840731683607075,19.95,30.0
01a59381o0034o,170.420820357143,20.1747992857143,>18.844284438069685,0.0,1.03,o,21.808,59381.25462025,5271.98,7047.87,245.0,181.8,26.8,25.9,176.2,-2336.1,1215.2,1.48,2.16,1.88,1.0,3.0,-0.4077,36.26645782282971,35.04855438848094,18.24,30.0
01a59381o0043o,170.420820357143,20.1747992857143,>20.18,0.0,3.0,o,22.242,59381.25877085,5291.76,7083.46,179.0,180.8,-2.5,16.6,181.3,1212.0,879.8,1.22,2.14,1.88,1.0,3.0,-0.4117,-2.2556430596450103,14.977469916042871,19.18,30.0
01a59381o0054o,170.420820357143,20.1747992857143,>20.21,0.0,3.0,o,22.288,59381.26399385,5234.12,7007.4,169.0,179.4,-25.0,15.7,182.4,-117.0,834.7,1.06,2.22,1.95,1.0,3.0,-0.4117,-23.264104487968797,14.609857618444403,19.3,30.0
01a59381o0082o,170.420820357143,20.1747992857143,>20.23,0.0,3.0,o,22.294,59381.27712125,5215.29,7122.22,164.0,177.7,1.9,15.9,177.6,3514.5,797.8,1.34,2.21,1.91,1.0,3.0,-0.4137,1.7176631048282802,14.374128087773505,19.33,30.0
02a59383o0023o,170.420820357143,20.1747992857143,>19.58,0.0,3.0,o,22.13,59383.25279995,5266.58,1590.76,290.0,180.1,23.5,25.7,176.8,475.4,1447.9,0.65,2.17,1.88,1.0,3.0,-0.4517,24.731143116035444,27.04639906732387,18.75,30.0
02a59383o0030o,170.420820357143,20.1747992857143,>19.84,0.0,3.0,o,22.128,59383.25601785,5250.51,1552.17,207.0,179.9,-2.7,21.0,180.2,-1501.7,1198.8,1.07,2.14,1.83,1.0,3.0,-0.4537,-2.737709560041307,21.293296578099056,18.88,30.0
02a59383o0066o,170.420820357143,20.1747992857143,>19.85,0.0,3.0,o,22.122,59383.27263335,5312.0,1628.21,141.0,181.4,-13.8,20.4,184.1,593.0,1203.0,0.77,2.13,1.87,1.0,3.0,-0.4487,-14.244888088399026,21.057660652415954,18.94,30.0
02a59383o0082o,170.420820357143,20.1747992857143,>19.85,0.0,3.0,o,22.116,59383.28005955,5332.23,1509.33,247.0,176.5,7.7,21.2,171.9,-1846.4,1225.5,1.23,2.09,1.82,1.0,3.0,-0.4567,7.688951908235483,21.169581877219766,19.03,30.0
02a59387o0069o,170.420820357143,20.1747992857143,>18.02,0.0,3.0,o,21.756,59387.27307975,4472.94,8179.36,360.0,182.9,8.2,65.1,188.2,6087.4,4302.4,1.07,2.49,1.92,1.0,3.0,-0.4637,14.43022734844392,114.56192687606087,17.97,30.0
02a59387o0077o,170.420820357143,20.1747992857143,>16.4,0.0,3.0,o,21.087,59387.27675865,4452.4,8140.14,428.0,182.5,-53.4,149.1,196.8,9124.6,8693.2,0.75,2.57,1.95,1.0,3.0,-0.4697,-183.42888958585206,512.1581917088116,16.78,30.0
02a59387o0089o,170.420820357143,20.1747992857143,>17.55,0.0,3.0,o,21.602,59387.28227155,4508.83,8215.98,95.0,179.5,-168.6,88.5,196.3,3166.5,4664.8,0.94,2.47,1.91,1.0,3.0,-0.4667,-338.334773430747,177.59565509265192,17.63,30.0
02a59387o0111o,170.420820357143,20.1747992857143,>16.69,0.0,3.0,o,21.197,59387.29239455,4527.86,8095.24,274.0,184.8,5.9,128.1,195.4,9472.2,8328.4,1.21,2.53,1.96,1.0,3.0,-0.4642,18.029652215985138,391.45736421486373,16.99,30.0
01a59393o0071o,170.420820357143,20.1747992857143,>20.5,0.0,3.0,o,22.28,59393.27225455,3099.93,8599.96,196.0,180.7,-6.8,17.9,176.7,-70.3,878.8,0.95,1.79,1.61,1.0,3.0,-0.4277,-4.306719284343387,11.336805174962738,19.75,30.0
01a59393o0078o,170.420820357143,20.1747992857143,>20.64,0.0,3.0,o,22.278,59393.27548215,3119.5,8639.02,153.0,182.4,-20.0,15.9,176.8,-279.9,915.0,1.73,1.75,1.63,1.0,3.0,-0.4237,-12.51452568620024,9.949047920529189,19.7,30.0
01a59393o0090o,170.420820357143,20.1747992857143,>20.42,0.0,3.0,o,22.274,59393.28101695,3060.41,8561.87,198.0,179.1,-2.4,19.2,179.5,-2633.3,814.6,1.32,1.78,1.61,1.0,3.0,-0.4297,-1.5227053209241102,12.181642567392881,19.72,30.0
01a59393o0115o,170.420820357143,20.1747992857143,>19.978401715880132,0.0,1.41,o,22.265,59393.29253415,3038.08,8678.76,227.0,179.6,25.9,18.4,175.2,-928.1,850.9,0.76,1.85,1.63,1.0,3.0,-0.4297,17.43483502081242,12.386137620963265,19.66,30.0
01a59397o0050o,170.420820357143,20.1747992857143,>20.44,0.0,3.0,o,22.28,59397.26362975,3100.25,8600.72,191.0,180.8,3.4,18.1,180.1,668.2,857.1,0.75,1.86,1.62,1.0,3.0,-0.4267,2.249394459451069,11.97471756354834,19.67,30.0
01a59397o0057o,170.420820357143,20.1747992857143,>20.5,0.0,3.0,o,22.279,59397.26685375,3119.59,8639.52,167.0,180.8,-24.1,17.2,181.1,-794.8,765.8,1.32,1.85,1.62,1.0,3.0,-0.4287,-15.902394783716796,11.349426982569662,19.67,30.0
01a59397o0072o,170.420820357143,20.1747992857143,>20.45,0.0,3.0,o,22.275,59397.27377325,3060.74,8562.57,199.0,182.7,6.6,17.7,185.3,435.9,668.7,1.33,1.82,1.66,1.0,3.0,-0.4227,4.382098717158838,11.7519920141987,19.64,30.0
01a59397o0094o,170.420820357143,20.1747992857143,>20.36,0.0,3.0,o,22.265,59397.28391265,3039.44,8680.15,209.0,180.5,2.3,18.0,182.0,1582.0,830.7,1.14,1.92,1.67,1.0,3.0,-0.4277,1.6432524223285743,12.86023634865841,19.64,30.0
01a59401o0027o,170.420820357143,20.1747992857143,>19.67,0.0,3.0,o,22.275,59401.25163435,7987.89,2269.52,182.0,158.3,1.0,36.3,158.0,571.7,2089.9,1.06,1.81,1.67,1.0,3.0,-0.4157,0.6600149780219117,23.958543702195396,18.74,30.0
01a59401o0034o,170.420820357143,20.1747992857143,>20.03,0.0,3.0,o,22.272,59401.25485845,8008.41,2308.06,158.0,167.5,-20.6,25.7,164.3,-744.3,1485.2,0.96,1.81,1.69,1.0,3.0,-0.4137,-13.77181706245326,17.181344587623727,19.12,30.0
01a59401o0049o,170.420820357143,20.1747992857143,>20.36,0.0,3.0,o,22.264,59401.26176885,7949.58,2232.09,187.0,178.2,18.7,19.3,172.8,540.0,938.0,1.09,1.8,1.67,1.0,3.0,-0.4177,12.421937164525371,12.820501993333675,19.53,30.0
01a59401o0075o,170.420820357143,20.1747992857143,>20.53,0.0,3.0,o,22.254,59401.27374995,7931.19,2350.13,164.0,180.0,-1.0,15.5,178.9,-280.9,924.6,1.28,1.84,1.72,1.0,3.0,-0.4127,-0.702594935897537,10.890221506411823,19.59,30.0
02a59403o0022c,170.420820357143,20.1747992857143,>18.97,0.0,3.0,c,22.168,59403.25348395,1407.36,3733.47,151.0,180.8,-7.5,31.5,187.8,974.0,2111.7,0.97,2.62,2.31,1.0,3.0,-0.4167,-10.947961963811816,45.981440248009626,17.87,30.0
02a59403o0029c,170.420820357143,20.1747992857143,>19.51,0.0,3.0,c,22.156,59403.25669255,1388.96,3694.2,182.0,180.0,-15.8,18.6,176.6,-1513.5,1187.8,1.11,2.64,2.32,1.0,3.0,-0.4107,-23.469711116447687,27.62890042822323,18.54,30.0
02a59403o0041c,170.420820357143,20.1747992857143,>19.56715263986803,0.0,1.16,c,22.145,59403.26218545,1448.52,3769.38,163.0,180.3,14.6,12.6,179.4,-1199.6,855.0,1.1,2.58,2.27,1.0,3.0,-0.4077,20.890900674171892,18.029133458531906,19.07,30.0
02a59403o0066c,170.420820357143,20.1747992857143,>20.18,0.0,3.0,c,22.123,59403.27366155,1467.68,3652.44,196.0,179.7,7.4,10.1,180.5,386.3,727.6,1.46,2.58,2.29,1.0,3.0,-0.4077,10.90048077557482,14.877683220716982,19.29,30.0
02a59419o0022o,170.420820357143,20.1747992857143,>18.033300945443052,0.0,1.58,o,22.082,59419.25025915,8257.1,6071.02,295.0,203.3,92.7,58.7,198.5,261.8,3566.2,1.15,2.31,2.03,1.0,3.0,-0.4457,116.5591836882269,73.80824252965392,17.52,30.0
02a59419o0029o,170.420820357143,20.1747992857143,>18.83,0.0,3.0,o,22.073,59419.25346035,8238.53,6031.21,210.0,187.0,-33.6,44.9,194.5,4331.1,2485.1,1.75,2.22,1.98,1.0,3.0,-0.4497,-40.07893635539615,53.55786435587164,18.02,30.0
02a59419o0041o,170.420820357143,20.1747992857143,>19.13,0.0,3.0,o,22.062,59419.25895105,8296.75,6109.53,165.0,186.0,26.1,33.6,177.1,3493.3,2203.3,1.27,2.23,1.98,1.0,3.0,-0.4527,31.678842589407097,40.78195827601834,18.22,30.0
02a59419o0064o,170.420820357143,20.1747992857143,>18.595053112504726,0.0,1.43,o,22.042,59419.26947945,8314.53,5994.61,298.0,186.4,51.6,36.1,181.7,3535.9,2236.4,1.36,2.24,1.96,1.0,3.0,-0.4437,62.90896449548783,44.01189182726957,18.16,30.0
01a59509o0916o,170.420820357143,20.1747992857143,>19.23,0.0,3.0,o,22.114,59509.61488535,3239.1,1748.72,149.0,176.5,-4.5,16.9,172.9,104.6,1285.0,1.16,2.95,2.85,1.0,3.0,-0.4547,-9.932032569556323,37.300300094555965,18.33,30.0
01a59509o0937o,170.420820357143,20.1747992857143,>19.37,0.0,3.0,o,22.133,59509.62464205,3219.36,1706.4,178.0,180.2,8.0,16.0,179.3,658.9,1354.5,1.13,2.87,2.77,1.0,3.0,-0.4557,16.421408246864406,32.84281649372881,18.4,30.0
01a59509o0964o,170.420820357143,20.1747992857143,>19.34,0.0,3.0,o,22.153,59509.63711655,3283.74,1786.59,172.0,177.1,-35.5,16.1,183.1,347.4,1396.4,1.12,2.93,2.83,1.0,3.0,-0.4537,-74.48025488554394,33.778369117105846,18.39,30.0
